name,Subject_1,Subject_2,Subject_3,Author,Publisher,First Published ,Cluster Label,Category,id
Face recognition in adverse conditions,,,,"Maria De Marsico (Sapienza University of Rome, Italy), Michele Nappi (University of Salerno, Italy), Massimo Tistarelli (University of Sassari, Italy)","Information Science Reference, an imprint of IGI Global",2014,1,Miscellaneous,359
Face2face,English,Business language,English class,Chris Redston & Gillie Cunningham,Cambridge Univ. Press [u.a.],2012,1,Miscellaneous,360
Face2face,English,Business language,English class,Chris Redston & Gillie Cunningham,Cambridge Univ. Press [u.a.],2012,1,Miscellaneous,361
Face2face,English,Business language,English class,Chris Redston & Gillie Cunningham,Cambridge Univ. Press [u.a.],2013,1,Miscellaneous,362
Face2face,English,Business language,English class,Chris Redston & Gillie Cunningham,Cambridge Univ. Press [u.a.],2013,1,Miscellaneous,363
Face2face,English,Business language,English class,Chris Redston & Gillie Cunningham,Cambridge Univ. Press [u.a.],2013,1,Miscellaneous,364
FCE Gold Plus,,,,Rawdon Wyatt with Jacky Newbrook and Judith Wilson ; Rawdon Wyatt with Jacky Newbrook and Judith Wilson,Pearson Longman,2008,1,Miscellaneous,365
Feature detectors and motion detection in video processing,,,,"Nilanjan Dey (Techno India College of Technology, Kolkata, India), Amira Ashour (Tanta University, Egypt), Prasenjit Kr. Patra (Bengal College of Engineering and Technology, India)","IGI Global, Disseminator of Knowledge",2017,1,Miscellaneous,366
Feral information systems development,,,,"Donald Vance Kerr (University of the Sunshine Coast, Australia), Kevin Burgess (Cranfield University, UK) Luke Houghton (Griffith University, Australia)","Business Science Reference, an imprint of IGI Global",2014,1,Miscellaneous,367
Feynman and computation,Informationstheorie,,,  Anthony J. G. Hey,Perseus Books,1999,1,Miscellaneous,368
Fibroblasts,,,, Mojca Frank Bertoncelj ; co-ediotr Katja Lakota,IntechOpen,2023,1,Miscellaneous,369
Financial entrepreneurship for economic growth in emerging nations,Developing countries,Microfinance,,"Atsede Woldie (University of South Wales, UK), Brychan Thomas (University of South Wales, UK)","IGI Global, Disseminator of Knowledge",2018,1,Miscellaneous,370
First book of Adam and Eve,,,, Rutherford Platt,Project Gutenberg,1995,1,Miscellaneous,371
First insights into business,English,Business language,,Sue Robbins,Pearson Education Longman,2005,2,Business,372
First insights into business,English,Business language,,Sue Robbins,Pearson Education Longman,2005,2,Business,373
Flavonoids,,,," Farid A. Badria, co-editor: Anthony Ananga",IntechOpen,2023,1,Miscellaneous,374
Flip chart magic!,Flip-chart,Lecture technology,, Dave Arch and Ivar Torgrimson,HRD Press,1999,1,Miscellaneous,375
Focus on IELTS,English,,,Sue O'Connell,Longman [u. a.],2005,1,Miscellaneous,376
Food systems resilience,,,," Ana I. Ribeiro-Barros ; co-editors Daniel Tevera, Luis F. Goulao, Lucas Daniel Tivana",IntechOpen,2023,1,Miscellaneous,377
Forest fire danger prediction using deterministic-probabilistic approach,,,,"Nikolay Viktorovich Baranovskiy (National Research Tomsk Polytechnic University, Russia)","IGI Global, Publisher of Timely Knowledge",2021,1,Miscellaneous,378
Fostering communication and learning with underutilized technologies in higher education,,,,"Mohammed Banu Ali (Institute of Management, University of Bolton, UK), Trevor Wood-Harper (University of Manchester, UK)","IGI Global, Publisher of Timely Knowledge",2021,1,Miscellaneous,379
Fourth Places,,,, Patricia Aelbrecht,Springer International Publishing Springer,2022,1,Miscellaneous,380
Funding challenges and successes in arts education,,,,"Siu Challons-Lipton (Queens University of Charlotte, USA), Richard Emanuel (Alabama State University, USA)","IGI Global, Disseminator of Knowledge",2018,1,Miscellaneous,381
Further ahead,English,Conversation,,Sarah Jones-Macziola with Greg White,Cambridge Univ. Press Klett,1998,1,Miscellaneous,382
Further ahead,English,Conversation,,Sarah Jones-Macziola with Greg White,Cambridge Univ. Press Klett,1999,1,Miscellaneous,383
Further ahead,English,Conversation,,Sarah Jones-Macziola with Greg White,Cambridge Univ. Press Klett,1999,1,Miscellaneous,384
Further ahead,English,Conversation,,Sarah Jones-Macziola with Greg White ; Sarah Jones-Macziola with Greg White,Cambridge Univ. Press,2004,1,Miscellaneous,385
Fuzzy expert systems for disease diagnosis,,,,"A.V. Senthil Kumar (Hindusthan College of Arts and Science, India)","Medical Information Science Reference, an imprint of IGI Global",2015,1,Miscellaneous,386
Fuzzy Logic,,,, Constantin Volosencu,IntechOpen,2023,1,Miscellaneous,387
Game theory framework applied to wireless communication networks,,,,"Chungang Yang (Xidian University, China), Jiandong Li (Xidian University, China)","Information Science Reference, an imprint of IGI Global",2016,1,Miscellaneous,388
Gender and diversity representation in mass media,Turkey,Mass media,Vomited rolls,"Gülşah Sarı (Bolu Abant Izzet Baysal University, Turkey)",IGI Global,2020,1,Miscellaneous,389
GEO year-book,,,,"produced : Division of Early Warning and Assessment (DEWA), United Nations Environment Programme",UNEP,2004,1,Miscellaneous,390
Geocomputation with R,Geoinformatics,R <rogram>,Room data,"Robin Lovelace, Jakub Nowosad, Jannes Muenchow",CRC Press,2020,1,Miscellaneous,391
Geospatial technologies in urban system development,,,,"Alok Bhushan Mukherjee (Birla Institute of Technology, India), Akhouri Pramod Krishna (Birla Institute of Technology, India), Nilanchal Patel (Birla Institute of Technology, India)","IGI Global, Disseminator of Knowledge",2018,1,Miscellaneous,392
Germany,,,," Olaf Kühne, Florian Weber",Springer International Publishing Springer,2022,1,Miscellaneous,393
Global adaptations of community college infrastructure,professional school,Cultural comparison,,Uttam Gaulee,IGI Global,2019,1,Miscellaneous,394
Global business leadership development for the fourth industrial revolution,,,,"Peter Smith (The Leadership Alliance Inc., Canada), Tom Cockburn (Center for Dynamic Leadership Models in Global Business, Canada)","IGI Global, Publisher of Timely Knowledge",2021,2,Business,395
Global development of religious tourism,,,,"Emilia Alaverdov (Georgian Technical University, Georgia), Muhammad Waseem Bari (Government College University, Faisalabad, Pakistan)","IGI Global, Publisher of Timely Knowledge",2021,1,Miscellaneous,396
Global implications of emerging technology trends,,,,"Francisco José García Peñalvo (University of Salamanca, Spain)","IGI Global, Disseminator of Knowledge",2018,1,Miscellaneous,397
Global intermediation and logistics service providers,,,,"Laurence Saglietto (Côte d’Azur University, France), Cécile Cezanne (University Paris 13 Sorbonne Paris Cité, France)","IGI Global, Disseminator of Knowledge",2017,1,Miscellaneous,398
Global perspectives on development administration and cultural change,,,,"Gbenga Emmanuel Afolayan (Murdoch University, Australia), Akeem Ayofe Akinwale (University of Lagos, Nigeria)","IGI Global, Disseminator of Knowledge",2017,1,Miscellaneous,399
Global perspectives on religious tourism and pilgrimage,,,,"Hatem El-Gohary (Birmingham City University, UK & Cairo University, Egypt), David John Edwards (Birmingham City University, UK), Riyad Eid (United Arab Emirates University, UAE)","IGI Global, Disseminator of Knowledge",2018,1,Miscellaneous,400
Global trends in intelligent computing research and development,,,,"B.K. Tripathy (VIT University, India), D.P. Acharjya (VIT University, India)","Information Science Reference, an imprint of IGI Global",2014,1,Miscellaneous,401
Glutathione system and oxidative stress in health and disease,,,, Margarete Dulce Bagatini,IntechOpen,2023,1,Miscellaneous,402
Good practice,English,Technical language,medicine,,Cambridge Univ. Press Klett,2008,1,Miscellaneous,403
Good practice,English,Technical language,medicine,,Cambridge Univ. Press Klett,2008,1,Miscellaneous,404
Good practice,English,Technical language,medicine,,Cambridge Univ. Press Klett,2008,1,Miscellaneous,405
Governance of climate responsive cities,,,,"Ender Peker, Anlı Ataöv, editors",Springer,2021,1,Miscellaneous,406
Green accounting initiatives and strategies for sustainable development,,,,"Chirața Caraiani (Bucharest University of Economic Studies, Romania), Camelia I. Lungu (Bucharest University of Economic Studies, Romania), Cornelia Dascălu (Bucharest University of Economic Studies, Romania), Florian Colceag (Bucharest University of Economic Studies, Romania)","Business Science Reference, an imprint of IGI Global",2015,1,Miscellaneous,407
Green approaches to biocomposite materials science and engineering,,,,"Deepak Verma (Graphic Era Hill University, Dehradun, India), Siddharth Jain (College of Engineering Roorkee, India and University of Alberta, Canada), Xiaolei Zhang (Queens University, Belfast, UK), Prakash Chandra Gope (College of Technology, G.B. Pant University of Agriculure and Technology, Pantnagar, India)","Engineering Science Reference, an imprint of IGI Global",2016,0,Engineering/Technology,408
Green production strategies for sustainability,,,,"Sang-Bing Tsai (University of Electronic Science and Technology of China (Zhongshan Institute), China & Civil Aviation University of China, China), Bin Liu (Shanghai Maritime University, China), Yongian Li (Nankai University, China)","IGI Global, Disseminator of Knowledge",2018,1,Miscellaneous,409
Handbook of research on digital citizenship and management during crises,,,,"[] Erdem Öngün (Trakya University, Turkey), Nilüfer Pembecioğlu (Istanbul University, Turkey), Uğur Gündüz (Istanbul University, Turkey)",IGI Global,2022,1,Miscellaneous,410
Handbook of research on Geospatial science and technologies,,,,"Joyce Gosata Maphanyane (University of Botswana, Botswana), Read Brown Mthanganyika Mapeo (University of Botswana, Botswana), Modupe O. Akinola (University of Lagos, Nigeria)","IGI Global, Disseminator of Knowledge",2018,1,Miscellaneous,411
Handbook of research on global aspects of sustainable finance in times of crises,,,,"Ibrahim Yasar Gok, editor",IGI Global,2022,1,Miscellaneous,412
Handbook of research on inventive bioremediation techniques,,,,"Jatindra Nath Bhakta (University of Kalyani, India)","IGI Global, Disseminator of Knowledge",2017,1,Miscellaneous,413
Handmade teaching materials for students with disabilities,pupils,disability,Teaching aid,"Shigeru Ikuta, Otsuma Women's University, Japan",IGI Global,2019,1,Miscellaneous,414
Harnessing human capital analytics for competitive advantage,company,competitiveness,Human assets,"Mohit Yadav (BML Munjal University, India), Shrawan Kumar Trivedi (Indian Institute of Management Sirmaur, India), Anil Kumar (BML Munjal University, India), Santosh Rangnekar (Indian Institute of Technology Roorkee, India)","IGI Global, Disseminator of Knowledge",2018,1,Miscellaneous,415
Healthcare administration for patient safety and engagement,,,,"Aleksandra Rosiek-Kryszewska (Nicolaus Copernicus University, Poland), Krzysztof Leksowski (Military Clinical Hospital, Poland & Nicolaus Copernicus University, Poland)","IGI Global, Disseminator of Knowledge",2018,1,Miscellaneous,416
Hidden Geographies,,,, Marko Krevs,Springer International Publishing Springer,2021,1,Miscellaneous,417
High performance SQL server,SQL Server,,,Benjamin Nevarez,Apress,2016,1,Miscellaneous,418
Highly recommended 2,English,Catering trade,,Trish Stott & Alison Pohl,Oxford Univ. Press,2010,1,Miscellaneous,419
Historic Cities in the Face of Disasters,,,," Fatemeh Farnaz Arefian, Judith Ryser, Andrew Hopkins, Jamie Mackee",Springer International Publishing Springer,2021,1,Miscellaneous,420
HIT or Miss for the Student,,,, Jonathan Leviss,CRC Press,2019,1,Miscellaneous,421
Holy Grail,,,,translated  Thomas Malory,Bibliobytes,1995,1,Miscellaneous,422
Human microbiome,,,," Natalia V. Beloborodova, co-editor: Andrey V. Greschko",IntechOpen,2023,1,Miscellaneous,423
Human resource management practices for promoting sustainability,,,,"Sulaiman Olusegun Atiku (Naimbia University of Science and Technology, Namibia), Tinuke Fapohunda (Lagos State University, Nigeria)","IGI Global, Publisher of Timely Knowledge",2021,1,Miscellaneous,424
Hydrogen storage technology,Hydrogen storage,,,  Lennie Klebanoff,CRC Press,2013,1,Miscellaneous,425
Hydrolases,Enzymologie,,," Sajjad Haider, Adnan Haider and Angel Catalá",IntechOpen,2022,1,Miscellaneous,426
"Identification, evaluation, and perceptions of distance education experts",,,,"Gulsun E (Anadolu University, Turkey), T. Volkan Yuzer (Anadolu University, Turkey)","Information Science Reference, an imprint of IGI Global",2015,1,Miscellaneous,427
Ideological messaging and the role of political literature,,,,"Önder Çakırtas (Bingol University, Turkey)","IGI Global, Disseminator of Knowledge",2017,8,Miscellaneous,428
IELTS 14,International English Language Testing System,,,,Cambridge University Press,2019,1,Miscellaneous,429
IELTS 14,International English Language Testing System,,,,Cambridge University Press,2019,1,Miscellaneous,430
IELTS Graduation,International English Language Testing System,English,,Jane Short,MacMillan Hueber,2007,1,Miscellaneous,431
IELTS Graduation,International English Language Testing System,English,,"Mark Allen, Debra Powell, Dickie Dol",MacMillan Hueber,2007,1,Miscellaneous,432
Impact of global issues on international trade,,,,"Ahu Coşkun Özer (Marmara University, Turkey)","IGI Global, Publisher of Timely Knowledge",2021,1,Miscellaneous,433
Impact of industry 4.0 on architecture and cultural heritage,Technology,Industry,digitalization,"Cecilia Maria Bolognesi, Cettina Santagati",IGI Global,2020,1,Miscellaneous,434
Impact of infodemic on organizational performance,,,,"Muhammad Waseem Bari (Government College University, Faisalabad, Pakistan), Emilia Alaverdov (Georgian Technical University, Georgia)","IGI Global, Publisher of Timely Knowledge",2021,1,Miscellaneous,435
Impacts of climate change on agriculture and aquaculture,,,,"Ahmed Karmaoui (Southern Center for Culture and Sciences, Morocco), Kir Barrick (University of Florida, USA), Michael Reed (University of Kentucky, USA), Mirza Barjees Baig (King Saud University, Saudi Arabia)","IGI Global, Publisher of Timely Knowledge",2021,1,Miscellaneous,436
Impacts of violent conflicts on resource control and sustainability,Armed conflict,Natural resources,sustainability,"Esther Akumbo Nyam, Asiru Hameed Tunde [editors]","IGI Global, Disseminator of Knowledge",2019,1,Miscellaneous,437
Improving information security practices through computational intelligence,,,,"Wasan Shaker Awad (Ahlia University, Bahrain), El Sayed M. El-Alfy (King Fahd University of Petroleum and Minerals, Saudi Arabia), Yousif Al-Bastaki (University of Bahrain, Bahrain)","Information Science Reference, an imprint of IGI Global",2016,1,Miscellaneous,438
Improving survey methods,,,,  Uwe Engel ...,Routledge,2015,1,Miscellaneous,439
In company - Intermediate,English,Business language,,Mark Powell,Macmillan Hueber,2003,1,Miscellaneous,440
In company - Intermediate,English,Business language,,Mark Powell,Macmillan Hueber,2009,1,Miscellaneous,441
In company - pre-intermediate,English,Business language,,Simon Clarke,Macmillan Hueber,2003,1,Miscellaneous,442
In company - pre-intermediate,English,Business language,,Simon Clarke,Macmillan Hueber,2009,1,Miscellaneous,443
Increasing productivity and efficiency in online teaching,,,,"Patricia Dickenson (National University, USA), James J. Jaurez (National University, USA)","Information Science Reference, an imprint of IGI Global",2016,1,Miscellaneous,444
Indigenous ecotourism,Ecotourism,Indigenous people,,Heather D. Zeppel,CABI,2006,1,Miscellaneous,445
Information quality and governance for business intelligence,,,,"William Yeoh (Deakin University, Australia), John Talburt (University of Arkansas - Little Rock, USA), Yinle Zhou (IBM Corporation, USA)","Business Science Reference, an imprint of IGI Global",2014,2,Business,446
Information security in diverse computing environments,,,,"Anne Kayem (Department of Computer Science, University of Cape Town, South Africa), Christoph Meinel (Hasso-Plattner-Institute for IT Systems Engineering, University of Potsdam, Potsdam, Germany)","Information Science Reference, an imprint of IGI Global",2014,5,Environment,447
Information seeking behavior and challenges in digital libraries,Information Retrieval,Electronic library,Information behavior,"Adeyinka Tella (University of Ilorin, Nigeria)","Information Science Reference, an imprint of IGI Global",2016,1,Miscellaneous,448
Information technology applications for crisis response and management,,,,"Jon W. Beard (Iowa State University, USA)","IGI Global, Publisher of Timely Knowledge",2021,1,Miscellaneous,449
Informed Urban Environments,,,," Ata Chokhachian, Michael U. Hensel, Katia Perini",Springer International Publishing Springer,2022,1,Miscellaneous,450
Infotech,English,Data processing,,Santiago Remacha Esteras,Cambridge Univ. Press,2008,1,Miscellaneous,451
Innovations,English,,,Hugh Dellar and Andrew Walkley ; Richard Moore,Thomson Hueber,2004,1,Miscellaneous,452
Innovations,English,,,Hugh Dellar and Andrew Walkley ; Richard Moore,Thomson Hueber,2004,1,Miscellaneous,453
Innovations,English,,,Hugh Dellar and Andrew Walkley ; Richard Hallows,Thomson Hueber,2007,1,Miscellaneous,454
Innovations,English,,,Hugh Dellar and Andrew Walkley ; Morgan Lewis,Thomson Hueber,2007,1,Miscellaneous,455
Innovations in digital branding and content marketing,,,,"Subhankar Das (Duy Tan University, Vietnam), Subhra Rani Mondal (Duy Tan University, Vietnam)","IGI Global, Publisher of Timely Knowledge",2021,7,Marketing,456
Innovations in measuring and evaluating scientific information,Scientific literature,Evaluation,Data processing,"J. John Jeyasekar (Tamil Nadu State Forensic Sciences Department, India), P. Saravanan (Lekshmipuram College of Arts and Science, India)","IGI Global, Disseminator of Knowledge",2018,1,Miscellaneous,457
Innovative applications of nanowires for circuit design,,,,"Balwinder Raj (National Institute of Technical Teachers Training and Research, Chandigarh, India)","IGI Global, Publisher of Timely Knowledge",2021,1,Miscellaneous,458
Innovative perspectives on tourism discourse,,,,"Magdalena Bielenia-Grajewska (University of Gdansk, Poland), Enriqueta Cortes de los Rios (Almeria University, Spain)","IGI Global, Disseminator of Knowledge",2018,1,Miscellaneous,459
Innovative solutions for access control management,,,,"Ahmad Kamran Malik (COMSATS Institute of Information Technology, Pakistan), Adeel Anjum (COMSATS Institute of Information Technology, Pakistan), Basit Raza (COMSATS Institute of Information Technology, Pakistan)","Information Science Reference, an imprint of IGI Global",2016,1,Miscellaneous,460
Innovative solutions for building community in academic libraries,,,,"Sheila Bonnand (Montana State University, USA), Mary Anne Hansen (Montana State University, USA)","Information Science Reference, an imprint of IGI Global",2015,1,Miscellaneous,461
Innovative techniques and applications of entity resolution,,,,"Hongzhi Wang (Harbin Institute of Technology, China)","Information Science Reference, an imprint of IGI Global",2014,1,Miscellaneous,462
IntechOpen book series. Artificial intelligence,,,,Series Editor Prof. Andries Engelbrecht,IntechOpen,2019,1,Miscellaneous,463
IntechOpen book series. Biochemistry,,,,Series Editor Dr. Miroslav Blumenberg,IntechOpen,2018,1,Miscellaneous,464
"IntechOpen book series. Business, management and economics",,,,Series Editor Prof. Taufiq Choudhry,IntechOpen,2022,3,Business,465
IntechOpen book series. Dentistry,,,,Series Editor Dr. Sergio Alexandre Gehrke,IntechOpen,2018,1,Miscellaneous,466
IntechOpen book series. Environmental sciences,,,,Series Editor Dr. J. Kevin Summers,IntechOpen,2022,1,Miscellaneous,467
IntechOpen book series. Infectious diseases,,,,Series Editor Prof. Alfonso J. Rodriguez-Morales,IntechOpen,2018,1,Miscellaneous,468
IntechOpen book series. Physiology,,,,Series Editor Prof. Tomasz Brzozowski,IntechOpen,2018,1,Miscellaneous,469
IntechOpen book series. Sustainable development,,,,Series Editor Prof. Usha Iyer-Raniga,IntechOpen,2022,1,Miscellaneous,470
IntechOpen book series. Veterinary medicine and science,,,,Series Editor Prof. Rita Payan-Carreira,IntechOpen,2018,1,Miscellaneous,471
Integrating art and creativity into business practice,,,,"Giovanni Schiuma (University of Basilicata, Italy & University of the Arts London, UK), Antonio Lerro (University of Basilicata, Italy)","IGI Global, Disseminator of Knowledge",2017,2,Business,472
"Integrating business management processes, Volume 1: Management and core processes",,,,"Dr. Titus De Silva, PhD",Routledge,2021,2,Business,473
"Integrating business management processes, Volume 2: Support and assurance processes",,,,"Dr. Titus De Silva, PhD",Routledge,2021,2,Business,474
Integrating cognitive architectures into virtual character design,,,,"Jeremy Owen Turner (Simon Fraser University, Canada), Michael Nixon (Simon Fraser University, Canada), Ulysses Bernardet (Simon Fraser University, Canada), Steve DiPaola (Simon Fraser University, Canada)","Information Science Reference, an imprint of IGI Global",2016,1,Miscellaneous,475
Integrating technology in positive psychology practice,,,,"Daniela Villani (Università Cattolica del Sacro Cuore, Italy), Pietro Cipresso (Università Cattolica del Sacro Cuore, Italy & I.R.C.C.S. Istituto Auxologico Italiano, Italy), Andrea Gaggioli (Università Cattolica del Sacro Cuore, Italy & I.R.C.C.S. Istituto Auxologico Italiano, Italy), Giuseppe Riva (Università Cattolica del Sacro Cuore, Italy & I.R.C.C.S. Istituto Auxologico Italiano, Italy)","Information Science Reference, an imprint of IGI Global",2016,1,Miscellaneous,476
Integration and implementation of the Internet of things through cloud computing,,,,"Pradeep Tomar (Gautam Buddha University, India)","IGI Global, Publisher of Timely Knowledge",2021,1,Miscellaneous,477
"Integration challenges for analytics, business intelligence, and data mining",,,,"Ana Azevedo (CEOS.PP, ISCAP, Polytechnic of Porto, Portugal), Manuel Filipe Santos (Algoritmi Centre, University of Minho, Guimarães, Portugal)","IGI Global, Publisher of Timely Knowledge",2021,2,Business,478
Intelligent analysis of multimedia information,,,,"Siddhartha Bhattacharyya (RCC Institute of Information Technology, India), Hrishikesh Bhaumik (RCC Institute of Information Technology, India), Sourav De (The University of Burdwan, India), Goran Klepac (University College for Applied Computer Engineering Algebra, Croatia & Raiffeisenbank Austria, Croatia)","Information Science Reference, an imprint of IGI Global",2017,1,Miscellaneous,479
Intelligent business,English,Business language,,Christine Johnson,Pearson Longman,2005,2,Business,480
Intelligent business,English,Business language,,Christine Johnson,Pearson Longman,2005,2,Business,481
Intelligent business,English,Business language,,Louise Pile ; Susan Lowe,Pearson Longman,2005,2,Business,482
Intelligent business,English,Business language,,Irene Barrall,Pearson Longman,2006,2,Business,483
Intelligent business,English,Business language,,Christine Johnson ; Irene Barrall,Pearson Longman,2006,2,Business,484
Intelligent business,English,Business language,,Irene Barrall,Pearson Longman,2006,2,Business,485
Intelligent business,English,Business language,,Christine Johnson,Pearson Longman,2010,2,Business,486
Intelligent Multidimensional Data Clustering and Analysis,Cluster-Analyse,Multidimensionality,,"Siddhartha Bhattacharyya (RCC Institute of Information Technology, India), Sourav De (Cooch Behar Government Engineering College, India), Indrajit Pan (RCC Institute of Information Technology, India), Paramartha Dutta (Visva-Bharati University, India)","IGI Global, Disseminator of Knowledge",2017,1,Miscellaneous,487
Intelligent technologies and techniques for pervasive computing,,,,"Kostas Kolomvatsos (University of Athens, Greece), Christos Anagnostopoulos (Ionian University, Greece), Stathes Hadjiefthymiades (University of Athens, Greece)",Information Science Reference,2013,1,Miscellaneous,488
Interdisciplinary approaches to spatial optimization issues,,,,"Sami Faiz (University of Tunis El Manar, Tunis, Tunisia), Soumaya Elhosni (University of Tunis El Manar, Tunis, Tunisia)","IGI Global, Publisher of Timely Knowledge",2021,1,Miscellaneous,489
Interdisciplinary digital preservation tools and technologies,media,digitalization,,"Tariq Ashraf (University of Delhi, India), Naresh Kumar (American Center Library, India)","IGI Global, Disseminator on Knowledge",2017,1,Miscellaneous,490
Interdisciplinary perspectives on contemporary conflict resolution,,,,"Paulo Novais (University of Minho, Portugal), Davide Carneiro (University of Minho, Portugal)","Information Science Reference, an imprint of IGI Global",2016,1,Miscellaneous,491
International business ethics and growth opportunities,,,,"Ruth Wolf (Bar Ilan University, Israel), Theodora Issa (Curtin University, Australia)","Business Science Reference, an imprint of IGI Global",2015,2,Business,492
International business in Latin America,,,," William Newburry, Maria-Alejandra Gonzalez-Perez",Palgrave Macmillan,2015,2,Business,493
International express,English,,,Amanda Maris,Oxford Univ. Press,2014,1,Miscellaneous,494
International express,English,,,Keith Harding and Rachel Apple,Oxford Univ. Press,2014,1,Miscellaneous,495
International express,English,,,Nina Leeke,Oxford Univ. Press,2014,1,Miscellaneous,496
International express,English,,,Keith Harding and Alastair Lane,Oxford Univ. Press,2014,1,Miscellaneous,497
International express,English,,,David Baker,Oxford Univ. Press,2014,1,Miscellaneous,498
International express,English,,,Rachel Apple and Frances Watkins,Oxford Univ. Press,2014,1,Miscellaneous,499
Introduction to light emitting diode technology and applications,Luminescent diode,,,Gilbert Held,CRC Press,2009,1,Miscellaneous,500
Introduction to project management,Project management,,,Davies A. Igberaese,Routledge,2023,1,Miscellaneous,501
Introductory statistics for the health sciences,,,,"Lise DeShea, University of Oklahoma, Oklahoma City, Oklahoma, USA, and Larry E. Toothaker, University of Oklahoma, Norman, Oklahoma, USA ; illustrations  William Howard Beasley","CRC Press, Taylor & Francis Group",2015,1,Miscellaneous,502
Island tourism,Island,tourism,sustainability, Jack Carlsen and Richard Butler,CABI,2011,1,Miscellaneous,503
Keratin,Keratin,,, Miroslav Blumenberg,IntechOpen,2023,1,Miscellaneous,504
Knowledge integration strategies for entrepreneurship and sustainability,,,,"Neeta Baporikar (Namibia University of Science and Technology, Namibia & University of Pune, India)","IGI Global, Disseminator of Knowledge",2018,1,Miscellaneous,505
Knowledge management case book,Siemens Aktiengesellschaft,Knowledge management,,  Tom Davenport ...,Publicis-MCD-Verl. [u.a.],2000,1,Miscellaneous,506
Knowledge management strategies,Knowledge management,Information technology,,"Miltiadis D. Lytras (University of Patras, Greece), Meir Russ (University of Wisconsin-Green Bay, USA), Ronald Maier (Leopold-Franzens-University of Innsbruck, Austria), Ambjörn Naeve (Royal Institute of Technology, Sweden)",IGI Publishing,2008,1,Miscellaneous,507
Latin Vulgate book titles & names,,,,[ P. Michael Hetzenauer],Project Gutenberg,1995,1,Miscellaneous,508
Le morte Darthur ; Vol. 1,,,,Sir Thomas Malory ... [et al.],University of Virginia Library,1996,1,Miscellaneous,509
Le morte Darthur ; Vol. 2,,,,Sir Thomas Malory ... [et al.],University of Virginia Library,1996,1,Miscellaneous,510
Leadership in a changing world,,,," Muhammad Mohiuddin ; co-editors Bilal Khalid, Md. AlAzad, Slimane Ed-Dafali",IntechOpen,2023,1,Miscellaneous,511
Leading Healthcare IT,,,,,CRC Press,2016,1,Miscellaneous,512
"Leading schools with social, emotional, and academic development (SEAD)",,,,"Tara Madden-Dent (Sierra Nevada University, USA), Deborah Oliver (National University, USA & Mindful SEAD, USA), editors",IGI Global,2021,1,Miscellaneous,513
Lean system management for leaders,Lean Management,,, Richard E. Mallory,Routledge Taylor & Francis Group,2018,1,Miscellaneous,514
Lean technical communication,Computer -supported communication,,,"Meredith A. Johnson, W. Michele Simmons, and Patricia A. Sullivan","Routledge, Taylor & Francis Group",2018,1,Miscellaneous,515
Learner experience and usability in online education,,,,"Imed Bouchrika (University of Souk Ahras, Algeria), Nouzha Harrati (University of Souk Ahras, Algeria), Phu Vu (University of Nebraska at Kearney, USA)","IGI Global, Disseminator of Knowledge",2018,1,Miscellaneous,516
Let's enjoy English,,,,"Vanessa Clark, Lynda Hübner",Ernst Klett Sprachen,2017,4,English,517
Let's enjoy English,,,,"Vanessa Clark, Lynda Hübner",Ernst Klett Sprachen,2017,4,English,518
Let's talk,English class,Listening,,Leo Jones,Cambridge Univ. Press,2005,1,Miscellaneous,519
"Library of history, Book XVI, chapter 14, The battle of Chaeronea",Sicily,Slave uprising,History 136 v. Chr.-101 v. Chr., Diodorus Siculus,Internet History Sourcebooks Project,1995,1,Miscellaneous,520
Ligeti’s Macroharmonies,,,, Nicolas Namoradze,Springer International Publishing Springer,2022,1,Miscellaneous,521
Little Britain,,,, Washington Irving,Alex Catalogue,1995,1,Miscellaneous,522
Logos,,,,,Whurr Brill,1990,1,Miscellaneous,523
London antiques,,,, Washington Irving,Alex Catalogue,1995,1,Miscellaneous,524
Louisiana employment and wages,,,,"Louisiana Works, Department of Labor",,2000,1,Miscellaneous,525
Machine learning,,,, Jaydip Sen,IntechOpen,2023,1,Miscellaneous,526
Machine learning and its applications,Machine learning,,,"Peter Wlodarczak (University of Southern Queensland Toowoomba, Queensland, Australia)","CRC Press, Taylor & Francis Group",2021,1,Miscellaneous,527
Machine learning applications in non-conventional machining processes,,,,"Goutam Kumar Bose (Haldia Institute of Technology, India), Pritam Pain (Haldia Institute of Technology, India), editors","Engineering Science Reference, an imprint of IGI Global",2021,1,Miscellaneous,528
Machinery's handbook,mechanical engineering,Data collection,," Erik Oberg, Franklin D. Jones, Holbrook L. Horton, and Henry H. Ryffel ; Christopher J. McCauley, senior editor",Industrial Press,2016,1,Miscellaneous,529
Maintaining sustainable accounting systems in small business,,,,"Luísa Cagica Carvalho (Open University, Portugal & University of Évora, Portugal), Elisa Truant (University of Turin, Italy)","IGI Global, Disseminator of Knowledge",2018,2,Business,530
Management and participation in the public sphere,,,,"Mika Markus Merviö (Kibi International University, Japan)","Information Science Reference, an imprint of IGI Global",2015,1,Miscellaneous,531
Management consultancy insights and real consultancy projects,Management consultancy,,,"[] Graham Manville, Olga Matthias and Julian Campbell",Routledge,2018,1,Miscellaneous,532
Management education for global leadership,,,,"Neeta Baporikar (HP-GSB, Namibia University of Science and Technology, Namibia)","IGI Global, Disseminator of Knowledge",2017,1,Miscellaneous,533
